# Per-file gists — the one-line description each READ AGENT returned for each file
# it opened. This is the evidence of reading (a wc/head pass cannot produce it);
# the fingerprints in ../coverage-ledger.tsv are the evidence of access.
# path	batch	gist
.sessions/2026-07-10-model-attribution-finding.md	b03	Seat-era session card: probed create_trigger's schema (no model parameter) and landed the finding that routine-fired session model attribution disagrees across three surfaces.
.sessions/2026-07-10-morning-consolidation.md	b03	Seat-era session card: post-launch morning consolidation — status rewrite, owner-queue dedup, gen2-launch-record, and two capability walls appended (8,000-char CI cap; trigger creation, later retracted).
.sessions/2026-07-10-night-review-landing.md	b04	Session card for the docs-only PR #21 that landed the 26-question night-review audit of the fleet's first fully-autonomous night; invented the 'Post-review delta' reconciliation section.
.sessions/2026-07-10-night-review-remediation.md	b04	Session card for PR #23: froze the venture-lab publish clicks over a Stripe defect, raised the URGENT pokemon-mod-lab visibility flip, and added playbook R22/R23.
.sessions/2026-07-10-order-003-007-review-queue.md	b04	Session card for PR #37: made the N=50 review-queue auto-append rule binding, named the two-tier @codex/manager drainer, and backfilled 8 rows.
.sessions/2026-07-10-order-004-economics-ledger.md	b04	Session card for PR #27: the pre-EAP-close 13-lane economics ledger (566 window PRs, 19,892 Actions runs) with honest nulls for unmeasurable cost figures.
.sessions/2026-07-10-order-012-games-mapping.md	b04	Session card for PR #41: the games-program 3-repo-to-3-Projects mapping proposal with the data-API placed on the superbot lane; founding packages deferred pending owner reaction.
.sessions/2026-07-10-order-013-games-conformed.md	b04	Session card recording the owner-shaped (Q-0267) conformed games mapping: data-API split, theme-manifest home, the superbot-idle repo name, and seat sequencing.
.sessions/2026-07-10-package-registry.md	b04	Session card for PR #39: assembled the projects/ Project-package registry (18 dirs, not the dispatch's claimed 14) plus its README matrix and paste-wave owner item.
.sessions/2026-07-10-permissions-doctrine.md	b04	Session card for PR #48: the canonical permissions block was built for all 13 instructions.md but the auto-mode classifier denied committing it; only the clean parts landed.
.sessions/2026-07-10-q0265-doctrine-fold.md	b04	Session card folding the Q-0265 continuous-mode operating model into the gen-2 blueprint and the universal init prompt, and filing ORDER 011.
.sessions/2026-07-10-registry-gap-closure.md	b04	Session card closing three registry gaps: version stamps on 39 prompt files, the one-writer rule, and a verbatim list_triggers sweep that found 4 of 8 deployed prompts drifted.
.sessions/2026-07-10-round3-standing-debts.md	b04	Session card for PR #20: the second routines-wall correction (agent-armed routines work, seat-dependent) plus six standing debts converted into ORDERs 001-006.
.sessions/2026-07-10-routine-wall-correction.md	b04	Session card for PR #19 narrowing the 'routines walled on both sides' claim after the owner falsified it, and recording the 6-lane self-arm rollout.
.sessions/2026-07-10-ultracode-verification.md	b04	Session card for PR #16: adversarial verification of three ultracode outputs (three verdict tables verbatim) plus updates to two environment archetype scripts.
.sessions/2026-07-10-universal-permissions-block.md	b04	Stub session card for the UNIVERSAL.md v3 permissions block; it merged still badged in-progress and carries a later closure note saying PR #76 superseded it.
.sessions/2026-07-10-universal-pointer-prompts.md	b04	Session card landing projects/UNIVERSAL.md — one Custom-Instructions block and one wake block pasted identically into every Project, with self-location via raw fetches.
.sessions/2026-07-10-wake-1631-order-002.md	b04	Session card for the 16:31Z wake slice: manifest re-stamp, the generated-roster-from-heartbeats proposal, and the ORDER-number renumbering race that became playbook R19's rider.
.sessions/2026-07-10-wake-1831-doctrine.md	b04	Session card for the 18:31Z wake: ten declared items including blueprint amendments P1-P11, the init-prompt successor text, MISSION.md, and Q-0262 fleet policies.
.sessions/2026-07-10-wake-drain-roster.md	b04	Session card for PR #44: first review-queue drain (venture-lab#9 Stripe defect confirmed at HEAD, returns HTTP 200 so Stripe never retries) plus roster generation #2.
.sessions/2026-07-10-wake-heartbeat.md	b04	Session card for PR #28: the first recurring-routine wake heartbeat, a 13-repo ender sweep, and the five-verdict ender taxonomy proposed as controlled vocabulary.
.sessions/2026-07-11-archive-prep-closeout.md	b04	Session card for PR #87: the evening coordinator-seat archive prep — succession handoff, retro, archive-ready doc, and a full 8-page/709-record trigger pagination.
.sessions/2026-07-11-chain-slice-7-roster3-trading21.md	b04	Session card for roster generation #3 (games program booted, superbot-idle born, venture-lab still starving) and the trading#21 review row closed RETIRED-SUPERSEDED.
.sessions/2026-07-11-coordinator-archive-closeout.md	b04	Session card for PR #55: the morning coordinator archive close-out — successor handoff doc, reboot prompt v1, and the permissions-fold rebuild recipe as the guard-held artifact's only survivor.
.sessions/2026-07-11-f1-cutover-record.md	b04	Session card for PR #57 recording the F-1 rebind-then-delete failsafe cutover verbatim, including the finding that send_later self-binds to the calling session.
.sessions/2026-07-11-file-017-018-catchup.md	b04	Session card for PR #71: filed ORDERs 017/018 append-only into the inbox and caught the status heartbeat up on PR #68's owner-authorized merge and the 14-lane fan-out.
.sessions/2026-07-11-forge-relay-chain-idle.md	b04	Session card relaying the product-forge future-dated heartbeat fix as forge ORDER 003 and recording the coordinator chain going deliberately idle; quotes the harness sleep-denial verbatim.
.sessions/2026-07-11-gen-roster-mechanization.md	b04	Session card shipping scripts/gen_roster.py (generate/--check/--selfcheck, ls-remote verify loop, verdict ladder) with three first-run bugs found and no gen #5 committed.
.sessions/2026-07-11-heartbeat-2350.md	b05	Delegate session card recording a coordinator heartbeat overwrite of control/status.md (PR #97, commit df38900), plus a note that the auto-mode classifier treated verbatim denial quotes in control/ heartbeats as poisoning payload.
.sessions/2026-07-11-instruction-env-audit.md	b05	Card for the owner-directed cross-repo instruction/env audit landed from a superbot session: the UNIVERSAL.md merge clause prescribed classifier-denied actions in 12 of 13 lanes; filed ORDER 016.
.sessions/2026-07-11-kit-upgrade-v1.10.0.md	b05	substrate-kit v1.9.0→v1.10.0 upgrade card: sha256 three-way-verified asset, four payload verifications, and the first live exercise of the born-red session-card-hold gate fix.
.sessions/2026-07-11-kit-upgrade-v1.10.1.md	b05	substrate-kit v1.10.0→v1.10.1 upgrade card: gate tail-1 multi-card shadowing fix verified, per-card grading loops, banks byte-identical, doctrine append idempotent.
.sessions/2026-07-11-kit-upgrade-v1.11.0.md	b05	substrate-kit v1.10.1→v1.11.0 upgrade card: HANDOFF composer, action-pin bumps, and a carve-out-scan false positive traced to two-way (not three-way) template comparison.
.sessions/2026-07-11-kit-upgrade-v1.8.0.md	b05	substrate-kit v1.7.1→v1.8.0 distribution card: claims-convention and env-setup plants, auto-merge enabler correctly staged-not-live, kit #156 fixes exercised first time on this repo.
.sessions/2026-07-11-kit-upgrade-v1.9.0.md	b05	substrate-kit v1.8.0→v1.9.0 upgrade card: search-hygiene plants (.ignore/.gitattributes), SessionStart handoff surface, and the observation that fleet-manager had no live root CLAUDE.md at the time.
.sessions/2026-07-11-kit-v1-12-0-upgrade.md	b05	substrate-kit v1.11.0→v1.12.0 upgrade card: first live exercise of the three-way carve-out compare fix (zero phantoms), one diverged planted doc left for manual merge.
.sessions/2026-07-11-kit-v1121-upgrade.md	b05	substrate-kit v1.12.0→v1.12.1 upgrade card: clean carve-out scan, eight pre-existing banks verified byte-identical, and a lane-owed list re-flagged from prior waves.
.sessions/2026-07-11-mineverse-retro-registry.md	b05	Card for building centralized projects/ packages for the superbot-mineverse and superbot-retro seats strictly from verified live trigger-registry state, never authored aspirationally.
.sessions/2026-07-11-order-010-relay-owner-queue.md	b05	Card for relaying ORDER 010 to 11 lane inboxes (per-lane PR/merge table) plus an owner-queue hygiene pass; records two lanes unreachable due to a session-scope wall.
.sessions/2026-07-11-order-015-registry-centralization.md	b05	ORDER 015 card: regenerated the superbot-games package to v2 and built superbot-idle v1 from live registry extraction rather than authoring, plus review-queue and inbox bookkeeping.
.sessions/2026-07-11-order-016-audit-actions.md	b05	ORDER 016 card: env R1/R5 archetype registrations, an owner-queue item for the corrected UNIVERSAL merge clause, and the finding that only 3 of 13 lanes had the auto-merge enabler installed.
.sessions/2026-07-11-order-017-instruction-reissue.md	b05	ORDER 017 card: re-issued all 15 projects/*/instructions.md from the owner-landed corrected UNIVERSAL §2.4 block, byte-verbatim and cmp-verified, PR parked READY for the owner.
.sessions/2026-07-11-order-018-env-consolidation.md	b05	ORDER 018 card: collapsed four Python archetype scripts into one knob-driven setup-base.sh, fixed two latent pick_python bugs, retired 13 per-project setup-script probes to tombstones.
.sessions/2026-07-11-owner-codex-fleetwide.md	b05	Card propagating the owner's statement that Codex environments exist for all 12 active repos, retiring the fleet-manager no-Codex wall and verifying superbot-idle exists and is seeded.
.sessions/2026-07-11-owner-queue-verified-refresh.md	b05	Card for the full rewrite of docs/owner-queue.md into 32 verified six-field items grouped by click surface, each with a same-day evidence citation.
.sessions/2026-07-11-p1-freshness-custodian.md	b05	P1 card of the fleet centralization plan: committed trigger snapshot, roster-regen and roster-freshness workflows, freshness checker, plus two live push/PR-permission walls hit and worked around.
.sessions/2026-07-11-p2-queue-generation.md	b05	P2 card: generated owner-queue candidate feed, check_owner_queue.py merged-citation checker with fixtures, and migration of 33 queue items to stable OQ- slugs; records an api.github.com 403 as a wall.
.sessions/2026-07-11-p3-coverage-index.md	b05	P3 card completing the centralization plan: queue curation of 8 checker flags, roster heartbeat sub-rows, generated evidence index, fm self-ledger fill, and gen_roster.py graduation to VERIFIED.
.sessions/2026-07-11-permission-rules-port.md	b05	Card creating this repo's first .claude/settings.json by mirroring exactly 12 mcp__github__* grants from superbot, with a provenance findings doc; PR parked for the owner's hand-merge.
.sessions/2026-07-11-relay-completion.md	b05	Short card completing the ORDER 010 relay to the two lanes the prior session could not reach, after add_repo cleared the scope wall.
.sessions/2026-07-11-restructure-prompts-slice2.md	b05	Restructure slice 2 card: re-synced coordinator and failsafe prompts across the 8 standing seats with verbatim trigger-cutover recipes; found two live version-stamp drift classes.
.sessions/2026-07-11-restructure-roster-slice3.md	b05	Restructure slice 3 card: owner-queue items for the 8-seat Project renames/pastes/cutovers, fleet-triage re-stamp with a Seat column, and an in-grammar annotation of the generated roster.
.sessions/2026-07-11-restructure-seats.md	b05	Restructure slice 1 card: rebuilt projects/ into the owner's 8 standing seats, authored 6 seat instructions under the 7,500-byte cap, and turned 17 directories into pointer stubs.
.sessions/2026-07-11-review-queue-verify-8-12.md	b05	Card verifying two fallback-tier review-queue rows: the pokemon sha1 proof chain link-by-link with two CI anchors, and gba-homebrew#12 closed as answered-by-design.
.sessions/2026-07-11-roster-gen-4.md	b06	Session card: roster gen #4 (232-record trigger sweep, 31 enabled) plus the owed parallel-run diff against superbot's fleet-manifest, flagging roster-canonical as the phase-2 decision.
.sessions/2026-07-11-roster-gen-5-sweep.md	b06	Session card: roster gen #5, the first machine generation by scripts/gen_roster.py, doubling as verification run 1 (6-lane hand sample, 6/6 correct, one age_str float-truncation bug fixed at root cause).
.sessions/2026-07-11-roster-gen-6.md	b06	Session card: roster gen #6 (690-record export, 21 enabled) plus verification run 2 (6/6, zero fixes); headline negative is nine lane failsafes auto-disabled with ended_reason=auto_disabled_env_deleted.
.sessions/2026-07-11-universal-v4-merge-clause.md	b06	Session card: rebuilt the lost PR #47 payload — projects/UNIVERSAL.md v3→v4 with the owner-provenance corrected §2.4 merge clause applied cmp-verified verbatim at both merge-clause locations, parked for owner merge.
.sessions/2026-07-12-consolidation-plan-v34.md	b06	Session card: phase-B consolidation plan doc + 16 prompt v3.4 deltas + owner-queue updates on PR #122, including two rounds of Codex findings folded in after a usage-limit stall.
.sessions/2026-07-12-consolidation-reset-plan.md	b06	Session card: the game-lab-seat consolidation-and-reset PROPOSAL (19-repo map, KEEP/ARCHIVE disposition matrix, no deletion recommended), parked READY and never self-merged.
.sessions/2026-07-12-coordinator-closeout.md	b06	Session card: coordinator session close-out — final wholesale control/status.md heartbeat landed via PR #139, noting #121 was owner-merged rather than left open.
.sessions/2026-07-12-external-research-prompt.md	b06	Session card: composed the ~37.8k-char self-contained external GPT deep-research briefing under docs/prompts/external/, with grep-verified secret/id/owner exclusions.
.sessions/2026-07-12-heartbeat-v33.md	b06	Session card: short heartbeat-delegate slice that wholesale-overwrote control/status.md to record the prompts v3.3 landing on PR #112.
.sessions/2026-07-12-kit-upgrade-v1.15.0.md	b06	Session card: substrate-kit distribution wave v1.14.0→v1.15.0 (PR #123) with three-way sha256 asset verification and a list of lane-owed diverged files left untouched.
.sessions/2026-07-12-kit-upgrade-v1130.md	b06	Session card: substrate-kit distribution wave B, v1.12.1→v1.13.0, planting docs/SKILLS.md and hand-wiring reachability into the diverged AGENT_ORIENTATION.
.sessions/2026-07-12-kit-upgrade-v1140.md	b06	Session card: substrate-kit distribution wave v1.13.0→v1.14.0, applying five template-improved docs and recording the lane-owed follow-ups as verbatim report lines.
.sessions/2026-07-12-merge-on-green.md	b06	Session card: shipped .github/workflows/merge-on-green.yml (PR #146), the still-live sweep workflow that squash-merges READY claude/* PRs once every check run on the head SHA is completed+success.
.sessions/2026-07-12-oq-restamp-v31.md	b06	Session card: append-only re-stamp notes under owner-queue items C#34–C#36 pointing the restructure pastes at the prompts-v3.1 artifacts, with char counts re-measured on disk.
.sessions/2026-07-12-order-014-v31-crosscheck.md	b06	Session card: adversarial cross-check of substrate-kit's ORDER 014 hardening input against shipped prompts v3.1 — 5 §(c) items all already-correct, 3 genuine §(a)/(b) gaps queued.
.sessions/2026-07-12-order-020-trigger-health.md	b06	Session card: built scripts/check_trigger_health.py (six PASS/FAIL invariants I1–I6) plus roster health columns, with a live proof run (FAIL 4/6) and an incident replay (FAIL 5/6).
.sessions/2026-07-12-order020-tick-pileup.md	b06	Session card: ORDER 020 amendment adding the I7 TICK-PILE-UP invariant plus a fresh 945-record telemetry snapshot; post-prune check PASS 7/7 with a pre-prune replay reddening I7.
.sessions/2026-07-12-prompts-v3-1-qa-fixes.md	b06	Session card: built prompts v3.1 on PR #103, applying the three QA audits' fixes, regenerating all 8 B files, recounting char budgets, and folding in 6 Codex findings.
.sessions/2026-07-12-prompts-v3-2-stateless.md	b06	Session card: owner-corrected prompts v3.2 — stripped volatile state (PR numbers, trigger ids, SHAs) from all 9 startup artifacts and relocated 12 still-valid now-actions as merged ORDERs across 10 owning repos.
.sessions/2026-07-12-prompts-v3-draft.md	b06	Session card: the prompts v3.0 draft — 4 universal artifacts plus 16 per-seat files from 8 drafters, integrator-audited for char budgets, ARM-JSON shape and cron-stagger collisions, with a 10-item v3.1 defect queue.
.sessions/2026-07-12-prompts-v33.md	b06	Session card: prompts v3.3 on PR #111 — per-seat CIs become a keyword dictionary, startups expand to carry doctrine verbatim, the core+seat assembly step retires, and all 24 projects/<seat>/ registry copies regenerate.
.sessions/2026-07-12-qa-boot-sim.md	b06	Session card: cold-boot simulation of all 9 v3 startup prompts — 9/9 BOOTS-WITH-WARNINGS, 0 BLOCKER / 15 MAJOR / 29 MINOR, dominant defect class being hours-scale census decay.
