# Coverage ledger — built from read-agent RETURNS, not from claims.
# status	path	lines	mode	agent
PENDING	.sessions/2026-07-12-merge-on-green.md	-	-	-
PENDING	.sessions/2026-07-12-oq-restamp-v31.md	-	-	-
PENDING	.sessions/2026-07-12-order-014-v31-crosscheck.md	-	-	-
PENDING	.sessions/2026-07-12-order-020-trigger-health.md	-	-	-
PENDING	.sessions/2026-07-12-order020-tick-pileup.md	-	-	-
PENDING	.sessions/2026-07-12-prompts-v3-1-qa-fixes.md	-	-	-
PENDING	.sessions/2026-07-12-prompts-v3-2-stateless.md	-	-	-
PENDING	.sessions/2026-07-12-prompts-v3-draft.md	-	-	-
PENDING	.sessions/2026-07-12-prompts-v33.md	-	-	-
PENDING	.sessions/2026-07-12-qa-boot-sim.md	-	-	-
PENDING	.sessions/2026-07-12-qa-incident-replay.md	-	-	-
PENDING	.sessions/2026-07-12-qa-question-rounds.md	-	-	-
PENDING	.sessions/2026-07-12-registry-sync-v32.md	-	-	-
PENDING	.sessions/2026-07-12-repo-consolidation-census.md	-	-	-
PENDING	.sessions/2026-07-12-research-census-core.md	-	-	-
PENDING	.sessions/2026-07-12-research-census-sat.md	-	-	-
PENDING	.sessions/2026-07-12-research-platform.md	-	-	-
PENDING	.sessions/2026-07-12-research-prompt-arch.md	-	-	-
PENDING	.sessions/2026-07-12-research-prompt-currency.md	-	-	-
PENDING	.sessions/2026-07-12-roster-pokemon-transport.md	-	-	-
PENDING	.sessions/2026-07-12-seat-digest-regen-wiring.md	-	-	-
PENDING	.sessions/2026-07-12-staleness-sweep-8seat.md	-	-	-
PENDING	.sessions/2026-07-12-sweep-midday.md	-	-	-
PENDING	.sessions/2026-07-12-trigger-health-remediation.md	-	-	-
PENDING	.sessions/2026-07-13-central-docs-review.md	-	-	-
PENDING	.sessions/2026-07-13-consolidation-batch.md	-	-	-
PENDING	.sessions/2026-07-13-coordinator-close.md	-	-	-
PENDING	.sessions/2026-07-13-eap-final-worklists.md	-	-	-
PENDING	.sessions/2026-07-13-fleet-rollup.md	-	-	-
PENDING	.sessions/2026-07-13-morning-tally.md	-	-	-
PENDING	.sessions/2026-07-13-night-final-order.md	-	-	-
PENDING	.sessions/2026-07-13-night-watchdog-1.md	-	-	-
PENDING	.sessions/2026-07-13-night-watchdog-2.md	-	-	-
PENDING	.sessions/2026-07-13-night-watchdog-3.md	-	-	-
PENDING	.sessions/2026-07-13-r27-detection-amendment.md	-	-	-
PENDING	.sessions/2026-07-13-route-batch2.md	-	-	-
PENDING	.sessions/2026-07-13-route-idle-questions.md	-	-	-
PENDING	.sessions/2026-07-13-trigger-health-i1.md	-	-	-
PENDING	.sessions/2026-07-13-v3-rider-fold.md	-	-	-
PENDING	.sessions/2026-07-13-v35-stage2.md	-	-	-
PENDING	.sessions/2026-07-13-wake-1434z.md	-	-	-
PENDING	.sessions/2026-07-13-wake-1633z.md	-	-	-
PENDING	.sessions/2026-07-13-wake-1834z.md	-	-	-
PENDING	.sessions/2026-07-13-wake-2033z.md	-	-	-
PENDING	.sessions/2026-07-13-wake.md	-	-	-
PENDING	.sessions/2026-07-14-branch-recreation-followup.md	-	-	-
PENDING	.sessions/2026-07-14-branch-sweep-addendum.md	-	-	-
PENDING	.sessions/2026-07-14-checklist-refresh-2.md	-	-	-
PENDING	.sessions/2026-07-14-eap-final-closeout.md	-	-	-
PENDING	.sessions/2026-07-14-eap-final-ender.md	-	-	-
PENDING	.sessions/2026-07-14-eap-project-audit.md	-	-	-
PENDING	.sessions/2026-07-14-eap-synthesis.md	-	-	-
PENDING	.sessions/2026-07-14-email-rebalance.md	-	-	-
PENDING	.sessions/2026-07-14-fm-dispatch-0530z-close.md	-	-	-
PENDING	.sessions/2026-07-14-fm-dispatch-0740z.md	-	-	-
PENDING	.sessions/2026-07-14-fm-dispatch-ledger.md	-	-	-
PENDING	.sessions/2026-07-14-kit-upgrade-v1.16.0.md	-	-	-
PENDING	.sessions/2026-07-14-ledger-trueup-13.md	-	-	-
PENDING	.sessions/2026-07-14-post-sweep-reconcile.md	-	-	-
PENDING	.sessions/2026-07-14-wake-0235z.md	-	-	-
PENDING	.sessions/2026-07-14-wake-0434z.md	-	-	-
PENDING	.sessions/2026-07-14-wake-0633z.md	-	-	-
PENDING	.sessions/2026-07-14-wake-0845z.md	-	-	-
PENDING	.sessions/2026-07-14-wake-2034z.md	-	-	-
PENDING	.sessions/2026-07-14-walkthrough-sweep.md	-	-	-
PENDING	.sessions/2026-07-15-card-modelline-groom.md	-	-	-
PENDING	.sessions/2026-07-15-cr-disposition-sweep.md	-	-	-
PENDING	.sessions/2026-07-15-fleet-oversight-evening.md	-	-	-
PENDING	.sessions/2026-07-15-lanes-regen-fix.md	-	-	-
PENDING	.sessions/2026-07-15-merge-on-green-verify-0715.md	-	-	-
PENDING	.sessions/2026-07-15-oversight-wake-0715.md	-	-	-
PENDING	.sessions/2026-07-15-oversight-wake-0715b.md	-	-	-
PENDING	.sessions/2026-07-15-oversight-wake-1659.md	-	-	-
PENDING	.sessions/2026-07-15-owner-no-review-order.md	-	-	-
PENDING	.sessions/2026-07-15-owner-queue-kit-go.md	-	-	-
PENDING	.sessions/2026-07-15-pre-reboot-review.md	-	-	-
PENDING	.sessions/2026-07-15-prompts-v37-duty-form.md	-	-	-
PENDING	.sessions/2026-07-15-queue-a63-next-triage.md	-	-	-
PENDING	.sessions/2026-07-15-registry-v3-5-synthesis.md	-	-	-
PENDING	.sessions/2026-07-15-retire-c61.md	-	-	-
PENDING	.sessions/2026-07-15-roster-regen-0810.md	-	-	-
PENDING	.sessions/2026-07-15-session-ender-handoff.md	-	-	-
PENDING	.sessions/2026-07-15-triggers-snapshot-refresh-2.md	-	-	-
PENDING	.sessions/2026-07-15-wake-1126z-queue-sweep.md	-	-	-
PENDING	.sessions/2026-07-16-fm-wake-jul16.md	-	-	-
PENDING	.sessions/2026-07-16-morning-wake-triage.md	-	-	-
PENDING	.sessions/2026-07-16-night-audit-records.md	-	-	-
PENDING	.sessions/2026-07-16-overnight-plan-menu-0716.md	-	-	-
PENDING	.sessions/2026-07-16-pr-audit-0716.md	-	-	-
PENDING	.sessions/2026-07-16-queue-audit-items-0716.md	-	-	-
PENDING	.sessions/2026-07-16-r26-trigger-tooling.md	-	-	-
PENDING	.sessions/2026-07-16-recreation-runbook-0716.md	-	-	-
PENDING	.sessions/2026-07-16-sweep-stale-claim.md	-	-	-
PENDING	.sessions/2026-07-16-trigger-snapshot-pm.md	-	-	-
PENDING	.sessions/2026-07-16-wake-0716-pm-fix227prov.md	-	-	-
PENDING	.sessions/2026-07-16-wake-0716-pm-sweep.md	-	-	-
PENDING	.sessions/2026-07-17-coordinator-ender.md	-	-	-
PENDING	.sessions/2026-07-17-fm-anthropic-email-pack.md	-	-	-
PENDING	.sessions/2026-07-17-fm-recreation-ruling.md	-	-	-
PENDING	.sessions/2026-07-17-fm-s5-docs-link-drift.md	-	-	-
PENDING	.sessions/2026-07-17-fm-s9-capabilities-wall-age.md	-	-	-
PENDING	.sessions/2026-07-17-fm-wake-chain-record-fix.md	-	-	-
PENDING	.sessions/2026-07-17-fm-winddown-housekeeping.md	-	-	-
PENDING	.sessions/2026-07-17-fresh-start-cleanup.md	-	-	-
PENDING	.sessions/2026-07-17-midday-snapshot-0717.md	-	-	-
PENDING	.sessions/2026-07-17-night-snapshot-0717.md	-	-	-
PENDING	.sessions/2026-07-17-overnight-incidents-0717.md	-	-	-
PENDING	.sessions/2026-07-17-owner-actions-0717.md	-	-	-
PENDING	.sessions/2026-07-17-queue-closeout-0717.md	-	-	-
PENDING	.sessions/2026-07-18-fm-apparatus-sizing.md	-	-	-
PENDING	.sessions/2026-07-18-fm-boot-file.md	-	-	-
PENDING	.sessions/2026-07-18-fm-capability-heartbeat.md	-	-	-
PENDING	.sessions/2026-07-18-fm-current-state-refresh.md	-	-	-
PENDING	.sessions/2026-07-18-fm-date-capability-walls.md	-	-	-
PENDING	.sessions/2026-07-18-fm-doctrine-docs-sync.md	-	-	-
PENDING	.sessions/2026-07-18-fm-fleet-doctrine-sweep-record.md	-	-	-
PENDING	.sessions/2026-07-18-fm-meta-restamp-v37.md	-	-	-
PENDING	.sessions/2026-07-18-fm-no-false-walls-guard.md	-	-	-
PENDING	.sessions/2026-07-18-fm-overnight-oversight.md	-	-	-
PENDING	.sessions/2026-07-18-fm-owner-steps-revise.md	-	-	-
PENDING	.sessions/2026-07-18-fm-owner-steps.md	-	-	-
PENDING	.sessions/2026-07-18-fm-remove-winddown-current-state.md	-	-	-
PENDING	.sessions/2026-07-18-fm-roster-lapse-note.md	-	-	-
PENDING	.sessions/2026-07-18-fm-routine-claims-fence.md	-	-	-
PENDING	.sessions/2026-07-18-fm-s3-triage-staleness.md	-	-	-
PENDING	.sessions/2026-07-18-fm-sweep-records.md	-	-	-
PENDING	.sessions/2026-07-18-fm-verify-routine-state.md	-	-	-
PENDING	.sessions/2026-07-18-fm-wake-oversight.md	-	-	-
PENDING	.sessions/2026-07-18-fm-websites-custody-snapshot.md	-	-	-
PENDING	.sessions/2026-07-18-hub-sweep-record.md	-	-	-
PENDING	.sessions/2026-07-18-prompt-version-v3.8.md	-	-	-
PENDING	.sessions/2026-07-18-seat-digest-regen.md	-	-	-
PENDING	.sessions/2026-07-18-session-close-ender.md	-	-	-
PENDING	.sessions/2026-07-18-startup-prompt-identity-block.md	-	-	-
PENDING	.sessions/2026-07-18-universal-continue-prompt.md	-	-	-
PENDING	.sessions/2026-07-18-verified-capabilities.md	-	-	-
PENDING	.sessions/2026-07-19-fm-03z-records.md	-	-	-
PENDING	.sessions/2026-07-19-fm-06z-morning.md	-	-	-
PENDING	.sessions/2026-07-19-fm-06z-snapshot.md	-	-	-
PENDING	.sessions/2026-07-19-fm-10z-snapshot.md	-	-	-
PENDING	.sessions/2026-07-19-fm-14z-cycle.md	-	-	-
PENDING	.sessions/2026-07-19-fm-18z-cycle.md	-	-	-
PENDING	.sessions/2026-07-19-fm-22z-cycle.md	-	-	-
PENDING	.sessions/2026-07-19-fm-adopt-r30.md	-	-	-
PENDING	.sessions/2026-07-19-fm-capabilities-linter.md	-	-	-
PENDING	.sessions/2026-07-19-fm-evening-groom.md	-	-	-
PENDING	.sessions/2026-07-19-fm-fence-emitter.md	-	-	-
PENDING	.sessions/2026-07-19-fm-i8-provenance.md	-	-	-
PENDING	.sessions/2026-07-19-fm-label-hygiene.md	-	-	-
PENDING	.sessions/2026-07-19-fm-lane-liveness.md	-	-	-
PENDING	.sessions/2026-07-19-fm-morning-records.md	-	-	-
PENDING	.sessions/2026-07-19-fm-planning-groom.md	-	-	-
PENDING	.sessions/2026-07-19-fm-r30-check.md	-	-	-
PENDING	.sessions/2026-07-19-fm-regen-skip-detector.md	-	-	-
PENDING	.sessions/2026-07-19-fm-roster-cron-resilience.md	-	-	-
PENDING	.sessions/2026-07-19-fm-snapshot-00z.md	-	-	-
PENDING	.sessions/2026-07-19-fm-volatile-drift.md	-	-	-
PENDING	.sessions/2026-07-19-fm-wake-idle-detector.md	-	-	-
PENDING	.sessions/2026-07-20-fm-01z-cycle.md	-	-	-
PENDING	.sessions/2026-07-20-fm-05z-cycle.md	-	-	-
PENDING	.sessions/2026-07-20-fm-1130z-cycle.md	-	-	-
PENDING	.sessions/2026-07-20-fm-1530z-cycle.md	-	-	-
PENDING	.sessions/2026-07-20-fm-declared-idle.md	-	-	-
PENDING	.sessions/2026-07-20-fm-liveness-ledger.md	-	-	-
PENDING	.sessions/2026-07-20-fm-morning-records.md	-	-	-
PENDING	.sessions/2026-07-21-fm-0042z-cycle.md	-	-	-
PENDING	.sessions/2026-07-21-fm-0818z-cycle.md	-	-	-
PENDING	.sessions/2026-07-21-fm-16z-cycle.md	-	-	-
PENDING	.sessions/2026-07-21-fm-final-closer.md	-	-	-
PENDING	.sessions/2026-07-21-fm-seat-close.md	-	-	-
PENDING	.sessions/2026-07-23-hub-forge-slice4-handoff.md	-	-	-
PENDING	.sessions/2026-07-23-hub-forge-slice4-landed.md	-	-	-
PENDING	.sessions/2026-07-26-hub-ci-consolidation.md	-	-	-
PENDING	.sessions/2026-07-26-hub-consolidation-plan-v2.md	-	-	-
PENDING	.sessions/2026-07-26-hub-consolidation-program.md	-	-	-
PENDING	.sessions/2026-07-26-hub-e1-final-email-plan.md	-	-	-
PENDING	.sessions/2026-07-26-hub-fleet-consolidation-plan.md	-	-	-
PENDING	.sessions/2026-07-26-hub-full-corpus-readback.md	-	-	-
PENDING	.sessions/2026-07-26-hub-od10-12-mail-layer.md	-	-	-
PENDING	.sessions/2026-07-31-false-github-api-wall.md	-	-	-
PENDING	.sessions/2026-08-01-e1-owner-reserved.md	-	-	-
PENDING	.sessions/2026-08-03-hub-gemini-video-qa-gem.md	-	-	-
PENDING	.sessions/2026-08-03-hub-gh-is-not-a-wall.md	-	-	-
PENDING	.sessions/2026-08-03-hub-pat-is-environment-scoped.md	-	-	-
PENDING	.sessions/2026-08-03-hub-provider-references.md	-	-	-
PENDING	.sessions/2026-08-03-hub-surfaces-and-prompt-skills.md	-	-	-
PENDING	.sessions/2026-08-04-hub-art-finding-corrections.md	-	-	-
PENDING	.sessions/2026-08-04-hub-art-pipeline-archaeology.md	-	-	-
PENDING	.sessions/2026-08-04-hub-chroma-spill-measured.md	-	-	-
PENDING	.sessions/2026-08-04-hub-final-three-skills.md	-	-	-
PENDING	.sessions/2026-08-04-hub-image-generation-comparison.md	-	-	-
PENDING	.sessions/2026-08-04-hub-inhabiting-vs-observing.md	-	-	-
PENDING	.sessions/2026-08-04-hub-provider-capability-reference.md	-	-	-
PENDING	.sessions/2026-08-04-hub-provider-docs-accuracy-pass.md	-	-	-
PENDING	.sessions/2026-08-04-hub-provider-refs-deep-research-review.md	-	-	-
PENDING	.sessions/2026-08-04-hub-skill-family-and-audit.md	-	-	-
PENDING	.sessions/2026-08-04-hub-skill-router-and-pipeline.md	-	-	-
PENDING	.sessions/2026-08-04-hub-structure-converges-models.md	-	-	-
PENDING	.sessions/2026-08-05-aistudio-billing-caveat.md	-	-	-
PENDING	.sessions/2026-08-05-calibration-and-602.md	-	-	-
PENDING	.sessions/2026-08-05-control-veto-ratified.md	-	-	-
PENDING	.sessions/2026-08-05-delegation-and-surface-notes.md	-	-	-
PENDING	.sessions/2026-08-05-discord-test-server-and-bot-value.md	-	-	-
PENDING	.sessions/2026-08-05-doc-routing-hook.md	-	-	-
PENDING	.sessions/2026-08-05-foundation-continuation.md	-	-	-
PENDING	.sessions/2026-08-05-gemini-delegation.md	-	-	-
PENDING	.sessions/2026-08-05-gemini-paid-tier-live.md	-	-	-
PENDING	.sessions/2026-08-05-gemini-quotas-and-interactions.md	-	-	-
PENDING	.sessions/2026-08-05-gemini-retrieval-not-reading.md	-	-	-
PENDING	.sessions/2026-08-05-gemini-surface-probe.md	-	-	-
PENDING	.sessions/2026-08-05-handoff-fidelity-and-boot-path.md	-	-	-
PENDING	.sessions/2026-08-05-hud-telemetry-verification.md	-	-	-
PENDING	.sessions/2026-08-05-interactions-api-correction.md	-	-	-
PENDING	.sessions/2026-08-05-name-decided-queue-sync.md	-	-	-
PENDING	.sessions/2026-08-05-navigation-graph-correction.md	-	-	-
PENDING	.sessions/2026-08-05-owner-provisioning-claims.md	-	-	-
PENDING	.sessions/2026-08-05-play-closed-test-and-gemini-benchmark.md	-	-	-
PENDING	.sessions/2026-08-05-play-submission-requirements.md	-	-	-
PENDING	.sessions/2026-08-05-presence-model.md	-	-	-
PENDING	.sessions/2026-08-05-studio-api-asymmetry.md	-	-	-
PENDING	.sessions/2026-08-05-superbot-next-live-audit.md	-	-	-
PENDING	.sessions/2026-08-05-tester-admission-verified.md	-	-	-
PENDING	.sessions/2026-08-05-three-repo-state-audit.md	-	-	-
PENDING	.sessions/2026-08-05-vertex-first-directive.md	-	-	-
PENDING	.sessions/2026-08-05-vertex-live.md	-	-	-
PENDING	.sessions/2026-08-05-video-generation-pipeline.md	-	-	-
PENDING	.sessions/2026-08-05-walls-refuted.md	-	-	-
PENDING	.sessions/2026-08-06-broke-main-and-wired-the-gate.md	-	-	-
PENDING	.sessions/2026-08-06-codex-holed-my-gate.md	-	-	-
PENDING	.sessions/2026-08-06-codex-rung-evidence.md	-	-	-
PENDING	.sessions/2026-08-06-foundation-verification.md	-	-	-
PENDING	.sessions/2026-08-06-free-on-cost-global-in-scope.md	-	-	-
PENDING	.sessions/2026-08-06-growth-is-the-measurement.md	-	-	-
PENDING	.sessions/2026-08-06-restate-in-the-prompt.md	-	-	-
PENDING	.sessions/2026-08-06-review-ladder.md	-	-	-
PENDING	.sessions/2026-08-06-round-five-falsified-me.md	-	-	-
PENDING	.sessions/2026-08-06-screen-recording-sampling.md	-	-	-
PENDING	.sessions/2026-08-06-sweep-telemetry.md	-	-	-
PENDING	.sessions/2026-08-06-three-gemini-paths.md	-	-	-
PENDING	.sessions/2026-08-06-use-versus-mention.md	-	-	-
PENDING	.sessions/2026-08-07-boot-source-and-ledger-corrections.md	-	-	-
PENDING	.sessions/2026-08-07-codex-caught-four.md	-	-	-
PENDING	.sessions/2026-08-07-curious-research-handover.md	-	-	-
PENDING	.sessions/2026-08-07-retire-the-roster.md	-	-	-
PENDING	.sessions/2026-08-07-substrate-measured.md	-	-	-
PENDING	.sessions/2026-08-08-index-layer2-spider-swing.md	-	-	-
PENDING	.sessions/2026-08-08-layer2-ratification.md	-	-	-
PENDING	.sessions/2026-08-08-owner-intent-capture.md	-	-	-
PENDING	.sessions/2026-08-08-rules-enforcement-phase1.md	-	-	-
PENDING	.sessions/2026-08-09-error-to-mechanism.md	-	-	-
PENDING	.sessions/2026-08-09-false-wall-review-and-negation-scope.md	-	-	-
PENDING	.sessions/2026-08-09-intent-architecture-phase-2.md	-	-	-
PENDING	.sessions/2026-08-09-kit-upgrade-eap-reconciliation.md	-	-	-
PENDING	.sessions/2026-08-09-trigger-tools-guard.md	-	-	-
PENDING	.sessions/2026-08-10-d2-fleet-manager-truth-pass.md	-	-	-
PENDING	.sessions/2026-08-10-verify-fm835-and-chatgpt-surface.md	-	-	-
PENDING	.sessions/README.md	-	-	-
PENDING	.substrate/agents/architect.md	-	-	-
PENDING	.substrate/agents/researcher.md	-	-	-
PENDING	.substrate/agents/reviewer.md	-	-	-
PENDING	.substrate/backup/bootstrap-1.10.0.py	-	-	-
PENDING	.substrate/backup/bootstrap-1.10.1.py	-	-	-
PENDING	.substrate/backup/bootstrap-1.11.0.py	-	-	-
PENDING	.substrate/backup/bootstrap-1.12.0.py	-	-	-
PENDING	.substrate/backup/bootstrap-1.12.1.py	-	-	-
PENDING	.substrate/backup/bootstrap-1.13.0.py	-	-	-
PENDING	.substrate/backup/bootstrap-1.14.0.py	-	-	-
PENDING	.substrate/backup/bootstrap-1.15.0.py	-	-	-
PENDING	.substrate/backup/bootstrap-1.16.0.py	-	-	-
PENDING	.substrate/backup/bootstrap-1.17.0.py	-	-	-
